,Calling-Number,Called-Number,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
339,lorie.haymaker,+656301132146,340,0,0,answered,0.0,0.0,25.0,0.0,5187.0,9280.0,267.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
340,tamara.johnson,+59651866698,338,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9280.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
341,helen.amey,dorothy.phillips,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
342,mary.elliott,+18836275991,454,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
343,helen.amey,douglas.wilson,274,0,0,answered,0.0,0.0,0.0,0.0,9170.0,9277.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
344,edward.kilgore,+530596667140,372,0,0,answered,1.0,0.0,3.0,0.0,5424.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
345,mary.elliott,+18836275991,413,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
346,edward.kilgore,+589903653050,399,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
347,marion.rodgers,+134178977386,351,0,0,answered,0.0,0.0,3.0,0.0,5424.0,9286.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
348,lorie.haymaker,+656301132146,387,0,0,answered,4.0,0.0,20.0,0.0,5455.0,9286.0,281.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
349,laura.hixon,dennis.kyle,110,0,0,answered,0.0,1.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
350,+70014414688,+79538260992,81,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
351,milo.hass,ezequiel.goudreau,0,1,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,NoTG,es-trunk
352,edward.kilgore,+589903653050,444,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
353,gaye.stellman,anne.kinney,338,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
354,ava.harper,+2890010952,445,0,0,answered,19.0,0.0,21.0,0.0,5394.0,9283.0,278.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
355,+41960206393,+12941199919,81,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
356,edward.kilgore,+902523212493,459,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
357,addie.reed,+87934393400,685,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
358,richard.mccoy,+33831255029819,448,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
359,richard.mccoy,+33831255029819,349,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
360,jesse.mattingly,+6882497499679,480,0,0,answered,0.0,0.0,2.0,0.0,5424.0,9287.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
361,gaye.stellman,anne.kinney,352,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
362,richard.mccoy,+33831255029819,524,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
363,addie.reed,+7444817380874,425,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9283.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
364,richard.mccoy,+33831255029819,564,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
365,kenneth.rivera,+23622006496,396,0,0,answered,4.0,0.0,6.0,0.0,5382.0,9284.0,277.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
366,edward.kilgore,+902523212493,424,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
367,helen.jackson,robert.day,965,16,487,ringing,,,,,,,,,Mia-Site,Fran-Site,TG4,TG6
368,richard.mccoy,+33831255029819,340,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
369,+161022486204,+116094999470,171,16,0,answered,0.0,0.0,0.0,0.0,9284.0,6406.0,440.0,330.0,Lon-Site,Lon-Site,TG0,TG7
370,lisa.nichols,+438177690468,389,16,0,answered,25.0,0.0,8.0,0.0,5430.0,9287.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
371,richard.mccoy,+9134793104067,406,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
372,richard.mccoy,+33831255029819,418,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
373,scott.edge,+85900857855,314,0,0,answered,0.0,0.0,12.0,0.0,5418.0,9281.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
374,keith.santiago,stephen.lehmann,217,0,0,answered,3.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,TG4,TG0
375,frederick.richardson,+8098787754153,327,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
376,frederick.richardson,+8098787754153,553,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
377,pearlie.semien,+594898962719,325,16,0,answered,14.0,0.0,14.0,0.0,5449.0,9284.0,281.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
378,edward.kilgore,+589903653050,420,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
379,deborah.paige,+58571038880034,328,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
380,edward.matlock,+631059435949,567,0,0,answered,40.0,0.0,2.0,0.0,5691.0,9284.0,293.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
381,dona.davis,+6578945012291,387,0,0,answered,20.0,0.0,22.0,0.0,5556.0,9284.0,286.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
382,deborah.paige,+58571038880034,499,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
383,bryan.hormell,+784527969868,86,0,0,answered,0.0,1.0,0.0,0.0,9283.0,9283.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
384,+122406600397,margarita.johnson,296,21,0,answered,0.0,0.0,0.0,0.0,9281.0,9282.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
385,frederick.richardson,+8098787754153,499,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
386,marco.ferguson,stephen.lehmann,88,0,0,answered,1.0,1.0,0.0,0.0,6129.0,9284.0,316.0,440.0,Lon-Site,Lon-Site,TG1,TG0
387,tamara.johnson,margaret.payne,746,0,0,answered,1.0,15.0,2.0,10.0,5443.0,9283.0,280.0,440.0,Lon-Site,Mia-Site,NoTG,TG4
388,deborah.paige,+58571038880034,581,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
389,jesse.mattingly,+463582489363,458,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
390,jesse.mattingly,+126607662458,419,16,0,answered,0.0,0.0,54.0,0.0,3676.0,7122.0,190.0,365.0,Fran-Site,Fran-Site,NoTG,es-trunk
391,helen.amey,douglas.wilson,291,0,0,answered,1.0,0.0,0.0,0.0,9170.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
392,jesse.mattingly,bernice.walters,326,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
393,carl.hitchcock,carol.jester,330,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
394,edward.kilgore,+589903653050,372,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
395,edith.vignola,palmer.lambdin,612,16,0,answered,0.0,5.0,0.0,1.0,9284.0,9281.0,440.0,440.0,Mia-Site,Fran-Site,TG4,TG6
396,jay.solano,amanda.cummings,368,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
397,frederick.richardson,stephen.lehmann,130,0,0,answered,0.0,0.0,1.0,1.0,5412.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
398,jay.solano,richard.russell,0,3,404,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
399,dena.peebles,+247227071159,374,18,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
400,+30769148611,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
401,edward.kilgore,+902523212493,398,0,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
402,fred.wortham,+9025300542,434,0,0,answered,26.0,0.0,2.0,0.0,5430.0,9284.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
403,frederick.richardson,+61506160451993,439,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
404,jay.solano,amanda.cummings,404,16,0,answered,0.0,0.0,0.0,0.0,9320.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
405,frederick.richardson,+8098787754153,437,0,0,answered,0.0,0.0,14.0,0.0,3893.0,9256.0,201.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
406,katherine.stillman,+784527969868,86,0,0,answered,0.0,0.0,0.0,0.0,9286.0,9282.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
407,+122406600397,margarita.johnson,300,21,0,answered,0.0,0.0,0.0,0.0,9284.0,9285.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
408,aaron.dawson,+23622006496,400,0,0,answered,8.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
409,richard.mccoy,+8705535171802,510,16,0,answered,35.0,0.0,2.0,0.0,5418.0,9283.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
410,corie.carr,+903788032670,392,16,0,answered,0.0,0.0,1.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
411,jay.solano,amanda.cummings,444,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
412,jesse.mattingly,+8233572814605,350,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9282.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
413,rickey.clayton,+784527969868,86,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
414,+122406600397,margarita.johnson,276,21,0,answered,0.0,0.0,0.0,0.0,9281.0,9285.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
415,frederick.richardson,+8098787754153,543,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
416,agnes.kusuma,armand.hummel,335,0,0,answered,14.0,0.0,21.0,0.0,5437.0,9286.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
417,helen.amey,douglas.wilson,440,0,0,answered,0.0,0.0,0.0,0.0,9173.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
418,jay.solano,+780350863717,371,16,0,answered,0.0,0.0,0.0,0.0,9320.0,9277.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
419,james.bigham,+58355326408945,336,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
420,patrick.arriaga,+363373712180,404,16,0,answered,1.0,0.0,4.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
421,jay.solano,+780350863717,412,16,0,answered,0.0,0.0,0.0,0.0,9320.0,9277.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
422,laura.lancaster,stephen.lehmann,245,0,0,answered,0.0,0.0,5.0,0.0,4642.0,9288.0,238.0,440.0,Lon-Site,Lon-Site,TG0,TG0
423,+161022486204,+116094999470,232,16,0,answered,0.0,0.0,0.0,0.0,9284.0,6172.0,440.0,318.0,Lon-Site,Lon-Site,TG0,TG7
424,+41960206393,+12941199919,81,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
425,bridget.linn,jack.johnson,438,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
426,gilbert.guers,anthony.young,432,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
427,fred.wortham,stephen.lehmann,257,0,0,answered,22.0,31.0,4.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
428,bridget.linn,jack.johnson,404,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9286.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
429,addie.reed,+6115951847840,451,0,0,answered,2.0,0.0,1.0,0.0,5418.0,9287.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
430,helen.amey,stephen.lehmann,135,0,0,answered,0.0,0.0,0.0,2.0,9170.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
431,susan.agee,guy.jenkins,373,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
432,esther.rodrigues,timothy.price,447,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
433,bridget.linn,karen.reese,419,0,0,answered,33.0,0.0,5.0,0.0,5232.0,9281.0,269.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
434,susan.agee,guy.jenkins,391,16,0,answered,12.0,0.0,9.0,0.0,5505.0,9284.0,284.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
435,esther.rodrigues,bonnie.metivier,370,16,0,answered,0.0,0.0,2.0,0.0,5418.0,9274.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
436,+122406600397,margarita.johnson,286,21,0,answered,0.0,0.0,0.0,0.0,9281.0,9285.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
437,bryan.hormell,+784527969868,85,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9287.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
438,fred.wortham,stephen.lehmann,100,0,0,answered,3.0,0.0,22.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,TG0,TG0
439,john.smith,roberta.bellinghausen,325,0,0,answered,1.0,1.0,4.0,0.0,5376.0,9287.0,277.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
440,theresa.blair,+952799402394,396,16,0,answered,0.0,0.0,0.0,0.0,9320.0,9262.0,440.0,439.0,Fran-Site,Lon-Site,NoTG,es-trunk
441,pearlie.semien,+138547021523,524,16,0,answered,36.0,0.0,15.0,0.0,5461.0,9285.0,281.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
442,bridget.linn,nathaniel.moran,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
443,bridget.linn,nathaniel.moran,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
444,bridget.linn,nathaniel.moran,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
445,bridget.linn,nathaniel.moran,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
446,darcy.crain,+529127328149,410,16,0,answered,0.0,0.0,1.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
447,darcy.crain,+80375592438,380,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9277.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
448,katherine.stillman,+784527969868,84,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9287.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
449,+122406600397,margarita.johnson,294,0,0,answered,0.0,0.0,0.0,0.0,9283.0,9283.0,439.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
450,pearle.summers,+8494927979,626,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
451,bridget.linn,norma.read,396,0,0,answered,19.0,0.0,4.0,0.0,5324.0,9281.0,274.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
452,janet.longoria,rose.mcmahon,394,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
453,katherine.stillman,+784527969868,84,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
454,+122406600397,margarita.johnson,267,21,0,answered,0.0,0.0,0.0,0.0,9281.0,9281.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
455,carl.hitchcock,+2864542961649,384,0,0,answered,24.0,1.0,2.0,0.0,5418.0,9284.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
456,+999601085614,+589573787442,78,0,0,answered,0.0,0.0,1.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
457,rickey.clayton,+784527969868,92,0,0,answered,16.0,0.0,0.0,0.0,9199.0,9283.0,438.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
458,+122406600397,margarita.johnson,365,21,0,answered,16.0,0.0,0.0,0.0,9187.0,9282.0,438.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
459,+70014414688,+79538260992,80,0,0,answered,1.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
460,melisa.james,+3749209285,348,16,0,answered,6.0,0.0,5.0,0.0,5424.0,9283.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
461,richard.hays,+183875427123,56,0,0,answered,0.0,0.0,0.0,0.0,8262.0,8262.0,411.0,411.0,Lon-Site,Lon-Site,pt-trunk,TG0
462,anna.murray,+41465742068,460,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
463,anna.murray,+82009547045,388,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
464,anna.murray,+41465742068,490,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
465,anna.murray,+82009547045,305,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
466,anna.murray,+41465742068,469,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
467,anna.murray,+82009547045,362,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
468,rickey.clayton,+784527969868,86,0,0,answered,20.0,0.0,0.0,0.0,9262.0,9284.0,439.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
469,+122406600397,margarita.johnson,270,0,0,answered,20.0,0.0,0.0,0.0,9261.0,9287.0,439.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
470,pearle.summers,+11596383453,473,0,0,answered,12.0,0.0,6.0,0.0,5437.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
471,+122406600397,margarita.johnson,266,21,0,answered,0.0,0.0,0.0,0.0,9281.0,9282.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
472,bryan.hormell,+784527969868,85,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
473,gary.varela,mable.baum,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
474,anna.murray,+82009547045,586,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
475,marco.ferguson,stephen.lehmann,92,0,0,answered,0.0,0.0,0.0,1.0,5677.0,9284.0,293.0,440.0,Lon-Site,Lon-Site,TG1,TG0
476,carl.hitchcock,marvin.carovski,467,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
477,anna.murray,+41465742068,441,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
478,norma.ashurst,+2455201097139,706,16,0,answered,0.0,0.0,8.0,0.0,5424.0,9284.0,279.0,440.0,WaDC-Site,Lon-Site,NoTG,es-trunk
479,jay.solano,vincent.berry,407,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
480,esther.rodrigues,timothy.price,355,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
481,jay.solano,vincent.berry,462,31,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
482,esther.rodrigues,timothy.price,412,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
483,jenny.wear,stephen.lehmann,88,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
484,+122406600397,margarita.johnson,259,21,0,answered,17.0,0.0,0.0,0.0,9187.0,9281.0,438.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
485,bryan.hormell,+784527969868,98,0,0,answered,17.0,0.0,0.0,0.0,9199.0,9284.0,438.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
486,keisha.martin,james.hullett,447,0,0,answered,28.0,2.0,22.0,0.0,5418.0,9284.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
487,jay.solano,james.hernandez,425,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
488,lawrence.gutierrez,+4039162023696,467,102,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
489,+88188436514,+58260799724,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
490,carmen.gonzales,stephen.lehmann,106,0,0,answered,4.0,0.0,24.0,0.0,5000.0,9288.0,257.0,440.0,Lon-Site,Lon-Site,TG0,TG0
491,nancy.banks,+838896167869,456,16,0,answered,2.0,2.0,1.0,0.0,5424.0,9284.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
492,rebecca.still,bettye.mcaferty,593,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
493,fred.wortham,+78315715123,372,16,0,answered,3.0,0.0,1.0,0.0,5424.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
494,richard.mccoy,+8705535171802,307,0,0,answered,5.0,0.0,2.0,0.0,5418.0,9281.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
495,rebecca.still,bettye.mcaferty,532,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
496,theresa.blair,+952799402394,373,16,0,answered,2.0,0.0,2.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
497,rebecca.still,bettye.mcaferty,404,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
498,rickey.clayton,+784527969868,83,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9287.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG8
499,+122406600397,margarita.johnson,293,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9287.0,439.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
500,george.mendenhall,herbert.gray,312,0,0,answered,7.0,0.0,7.0,0.0,5430.0,9286.0,280.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
501,george.mendenhall,herbert.gray,524,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
502,rebecca.still,mary.bowen,505,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
503,rebecca.still,mary.bowen,448,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
504,rebecca.still,bettye.mcaferty,510,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
505,rebecca.still,bettye.mcaferty,511,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
506,+122406600397,margarita.johnson,285,21,0,answered,0.0,0.0,0.0,0.0,9281.0,9285.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
